,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
2899,Miguel Tarazona,El Teléfono no carga,Verified Purchase,1.0 out of 5 stars,El teléfono no carga lamentable se perdió la garantía ya que se compró para un regalo y se envió a otro país donde al encenderlo no agarra carga el celular,30-Jan-22,January,2022,,,,,,,,,
2900,Champagne,Battery already low,Verified Purchase,1.0 out of 5 stars,"When arrived, battery life was already at 80%. My husband has had this same phone for two years and he’s still in the 90’s. After researching, I was able to get the same phone for very close to the same price at the Apple store near me and it was brand new. The refund process was fairly easy though.",22-Oct-21,October,2021,,,,,,,,,
2901,Marsha,Battery lasted only one month!,Verified Purchase,1.0 out of 5 stars,"After a delay of two weeks of receiving the phone, and after getting it set up at my Verizon store, the battery lasted one month! My Apple store told me it would take 5 days to get a new battery for the phone. I was so exasperated that I would be without a phone for that long I traded it in and bought the 12pro. Never again will I buy a refurbished phone! This really cost me.",28-May-21,May,2021,,,,,,,,,
2902,mishu,Not great,Verified Purchase,2.0 out of 5 stars,"Came with noticeable scratches on screen. Large enough to notice at arms length, unlike what is guaranteed in the product description. Sadly I will be returning.",7-Apr-21,April,2021,,,,,,,,,
2903,Adam,Best IPhone 11.,Verified Purchase,5.0 out of 5 stars,"I have this iPhone, excellent design and beautiful pictures.",6-Mar-20,March,2020,0,0,0,0,0,0,,0,0
2904,Nicco Franklin,The speaker goes in and out,Verified Purchase,2.0 out of 5 stars,Eveyething work but my speaker has been messed up since I got it idk why but the speaker sucks phone go in and out,24-Apr-21,April,2021,,,,,,,,,
2905,Alex,Almost new phone,Verified Purchase,5.0 out of 5 stars,The battery life is good,12-Jun-20,June,2020,0,1,0,0,0,0,,0,0
2906,Keny Torres,Malo,Verified Purchase,2.0 out of 5 stars,La calidad de desblokeado no funciona,20-Sep-21,September,2021,,,,,,,,,
2907,Taylor Rigney,IT WAS BROKEN,Verified Purchase,1.0 out of 5 stars,I had the phone for less than a month and it worked beautifully but then it wouldn't turn on anymore wouldn't work no matter how long I charged it or where I took it. So I requested a refund and sent it back and it has been over a month and still no refund. Be careful guys.,26-Oct-21,October,2021,,,,,,,,,
2908,John,Only lasted 6 months,Verified Purchase,1.0 out of 5 stars,I've only had the phone for 6 months and the mother board went out,12-Apr-22,April,2022,,,,,,,,,
2909,Jennifer Lynn,Great Value. Perfect Condition,Verified Purchase,5.0 out of 5 stars,Perfect condition. I love it!,6-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2910,Martin Noto,Great product,Verified Purchase,5.0 out of 5 stars,Phone looks brand new. It arrived in excellent condition. Great value for the price.,28-Dec-19,December,2019,0,0,0,0,0,0,,0,0
2911,Juvedagreat,Blown away,Verified Purchase,5.0 out of 5 stars,Changed my life with this purchase,17-May-20,May,2020,0,0,0,0,0,0,,0,0
2912,Jo Jo Sabo,"Defective phone, needed a motherboard",Verified Purchase,1.0 out of 5 stars,"Defective phone, needed a motherboard. This phone was absolute garbage. I sent it to Ghana, Africa to a cousin so there’s no way I can return it for full refund. I got screwed on this deal big-time.",2-Jan-22,January,2022,,,,,,,,,
2913,Sienna Knapp,Didn’t come with head phones,Verified Purchase,5.0 out of 5 stars,Didn’t come with headphones,23-Jun-20,June,2020,0,0,0,0,1,0,,0,0
2914,Rachel,The phone works perfectly,Verified Purchase,5.0 out of 5 stars,Good quality iPhone 11,22-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2915,Aretson Oliveira,Nice,Verified Purchase,5.0 out of 5 stars,Nice,29-Aug-20,August,2020,0,0,0,0,0,0,,0,0
2916,Maggie,Price,Verified Purchase,5.0 out of 5 stars,Was just what I wanted,6-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2917,Ydin,Received with cracked camera,Verified Purchase,2.0 out of 5 stars,Received the phone with a crack in the camera lens virtually making the camera useless.,12-Aug-21,August,2021,,,,,,,,,
2918,Wellington,The phone came with an damaged screen,Verified Purchase,1.0 out of 5 stars,The screen came damaged and they want me to ship the phone on my own because I’m an international buyer,5-Mar-22,March,2022,,,,,,,,,
2919,Patrick Ohanga,I want to guys to replace the same product that I purchased thanks.,Verified Purchase,3.0 out of 5 stars,The product was damage .,15-Apr-20,April,2020,0,0,0,0,0,0,What type of damage? Can we say it has in box problems?,0,0
2920,odine p ceraphin,I’m very happy,Verified Purchase,5.0 out of 5 stars,Thank you so much !,15-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2921,C. Jewell,"International version, do not buy in US!",Verified Purchase,1.0 out of 5 stars,"Purchased this only to have the speaker go out in 4 months ( fitting since the seller ""warranty"" window is 3 months). Took it to best buy and they wouldn't work on it because it is an international version. Now I have to either pay $600 to fix a non-us version or but a new one. I knew 8 was taking a chance on a ""renewed"" device, but this is ridiculous. Worst decision ever buying this one.Word of advice, when buying a phone, verify with the serial number that it is in fact the correct version.",2-Sep-20,September,2020,1,0,1,1,0,0,,2,0
2922,Belinda,IPhone 11 126 gb,Verified Purchase,5.0 out of 5 stars,It’s perfect! Arrived in mint condition.,11-May-20,May,2020,0,0,0,0,0,0,,0,0
2923,rafael,Tepefono problemtico,Verified Purchase,1.0 out of 5 stars,"Pantalla no original salta mensaje de que el repuesto no es original y se reinicia cada 3 minutos, luego de restaurarlo por itunes no prendio mas. Es la cuarta vez que me pasan cosas extrañas con telefonos usados",16-Dec-21,December,2021,,,,,,,,,
2924,Domingo Hormazabal,Perfect,Verified Purchase,5.0 out of 5 stars,All was perfect,22-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2925,Amazon Customer,Do not buy from this seller,Verified Purchase,1.0 out of 5 stars,DO NOT BUY FROM THIS SELLER. Purchased a refurbished iPhone 11 and it never connected to cell service correctly until eventually it stopped working altogether. I got a new SIM card and still nothing. Went to apple store and they ran diagnostics on it and found that the phone was faulty. Had to spend $500 to replace the phone. This seller is fraudulent. Do not trust that they will sell you a working product. Buyer beware,22-Mar-21,March,2021,,,,,,,,,
2926,Amazon Customer,Absolutely worth it!,Verified Purchase,5.0 out of 5 stars,Absolutely amazing and so glad I made this decision! Definitely worth every penny,11-Jan-20,January,2020,0,0,0,0,0,0,,0,0
2927,Amazon Customer,Stopped working after 5 months,Verified Purchase,1.0 out of 5 stars,An entire column stopped working and is unresponsive after a few months,13-Apr-22,April,2022,,,,,,,,,
2928,J. Wallace,Buyer beware,Verified Purchase,1.0 out of 5 stars,Buyer beware... be very careful buying these refurbished phones. I received mine which was supposed to be able to be used on T-Mobile's network. I took it into the store to link it to my plan and was informed that it could not be used because it is currently registered to another user. So it either was not wiped clean or was stolen. Returned and received a refund.,27-Aug-21,August,2021,,,,,,,,,
2929,Tracey Dean,Perfecr,Verified Purchase,5.0 out of 5 stars,Perfect replacement!!!,1-Aug-20,August,2020,0,0,0,0,0,0,,0,0
2930,Darci Garrigues,Not in even FAIR condition.,Verified Purchase,1.0 out of 5 stars,"The top right side of the screen is extremely scratched. It is apparent that even though the screen is very scratched, the screen has been replaced. The phone is giving an error message saying that it can not support the display screen. Phone is extremely slow and won't let me sign into my icloud account. Very disappointed in the purchase.",27-Oct-21,October,2021,,,,,,,,,
2931,Jacob,Good phone,Verified Purchase,5.0 out of 5 stars,Really good phone definitely worth it.,10-May-20,May,2020,0,0,0,0,0,0,,0,0
2932,My polygel experience,My Face ID doesn’t work,Verified Purchase,1.0 out of 5 stars,Face ID doesn’t work don’t buy,13-May-22,May,2022,,,,,,,,,
2933,rita a.,Gracias,Verified Purchase,5.0 out of 5 stars,Perfecto,15-Sep-20,September,2020,,,,,,0,,,
2934,Terrell Ross,This phone sucks,Verified Purchase,1.0 out of 5 stars,The top speaker for the phone Barely works,2-May-22,May,2022,,,,,,,,,
2935,Chelsea C.,Very happy,Verified Purchase,5.0 out of 5 stars,"Exactly as advertised, zero complaints.",21-May-20,May,2020,0,0,0,0,0,0,,0,0
2936,Laura Encarnacion,Face ID no funciona,Verified Purchase,2.0 out of 5 stars,El face Id a unos dias de tener el telefono se daño y no quiso reconocer mas,29-Jul-21,July,2021,,,,,,,,,
2937,Phill,Received a very defective iPhone 11,Verified Purchase,1.0 out of 5 stars,Everything on the outside of this phone was just okay until I switched it ON and used it for a couple hours. This cellphone couldn't stay ON for longer than 30 minutes and kept restarting/booting itself repeatedly. The operating system was stuck on the oldest version and refused to accept any updates. Complete LEMON! Avoid this seller at all costs!,13-Oct-21,October,2021,,,,,,,,,
2938,Amanda Coyne,The phone works great,Verified Purchase,5.0 out of 5 stars,The phone works great!,26-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2939,Angela Montgomery,Cómo nuevo,Verified Purchase,5.0 out of 5 stars,Funcióna perfecto excelente opción y por fuera totalmente nuevo,14-Mar-20,March,2020,,,,,,0,,,
2940,Sophie,Stopped Charging 4 Months In...,Verified Purchase,1.0 out of 5 stars,"Stopped charging 4 months after I got it, conveniently 1 month after the 90 day policy ran out.",8-Mar-22,March,2022,,,,,,,,,
2941,david cisneros,Good,Verified Purchase,5.0 out of 5 stars,Good,9-Aug-20,August,2020,0,0,0,0,0,0,,0,0
2942,Haley Sterio,The speaker in the phone is very muffled I can’t hear anything at all!,Verified Purchase,1.0 out of 5 stars,I always use my AirPods when I use the phone but today for the 1st I didn’t and the could NOT hear anything from the other person at all! The literally had to use a different phone to make my call because I tried several times and the speaker is broke!,10-Nov-21,November,2021,,,,,,,,,
2943,jeromemarchand,Perferct,Verified Purchase,5.0 out of 5 stars,Perferct,12-Sep-20,September,2020,0,0,0,0,0,0,,0,0
2944,S.f,Bueno,Verified Purchase,5.0 out of 5 stars,Bueno,14-Sep-20,September,2020,,,,,,0,,,
2945,Rosa,Broken item,Verified Purchase,2.0 out of 5 stars,"Aside from the phone being in perfect physical condition, I received a damaged item. The microphone does not work. My contacts cannot hear a word I'm saying. Very disappointed I got a bad batch of a phone.",25-Oct-20,October,2020,0,0,0,-1,0,0,,0,0
2946,Samantha,Does work 1 year later,Verified Purchase,1.0 out of 5 stars,So my phone has been working great since I bought it in May 2020. I take great care of it. I have a case on it. It hasn’t gotten wet or anything. I did the new update recently and it was fine at first but the cellular isn’t working. Apple said it was a hardware issue.,16-Oct-21,October,2021,,,,,,,,,
2947,M&A,Fantastic buy,Verified Purchase,5.0 out of 5 stars,Product exceeded my expectations,11-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2948,paul marquez,Satisfies your expectations,Verified Purchase,5.0 out of 5 stars,"You buy, they deliver.",12-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2949,Osman,Was a gift I love it 🎁,Verified Purchase,5.0 out of 5 stars,#love it 📱,29-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2950,Mia G,Worth to buy,Verified Purchase,5.0 out of 5 stars,brand new phone was worth it!!,15-Apr-20,April,2020,0,0,0,0,0,0,,0,0
2951,M. byrne,Ummm hello it’s an 11 phone love it,Verified Purchase,5.0 out of 5 stars,Love it,8-Jul-20,July,2020,0,0,0,0,0,0,,0,0
2952,Alex santigo,phone was slightly defective,Verified Purchase,2.0 out of 5 stars,phone had a defect where it would start vibrating if i tilted it.,4-Aug-21,August,2021,,,,,,,,,
2953,Neg3000,Good value for a nice product.,Verified Purchase,5.0 out of 5 stars,"Excellent condition, like new. Very happy with it so far.",16-Feb-20,February,2020,0,0,0,0,0,0,,0,0
2954,Sumyia,It was brand new and came with a obvious scratch on the side and some on the screen,Verified Purchase,2.0 out of 5 stars,I ordered it brand new and it was scratched when it came in the box I was very disappointed and upset for the money i spent,12-Feb-21,February,2021,,,,,,,,,
2955,Peter Bjerre,"El teléfono dañado, no funciona la pantalla táctil",Verified Purchase,1.0 out of 5 stars,La pantalla táctil no funciona.,9-May-22,May,2022,,,,,,,,,
2956,Fhopkins,Have to wait 10 days to use,Verified Purchase,1.0 out of 5 stars,Because it’s active on another carrier I had to wait 10 days for my phone to be fixed,27-Feb-22,February,2022,,,,,,,,,
2957,Amazon Customer,Will buy again..,Verified Purchase,5.0 out of 5 stars,Great phone ..,21-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2958,Ziqutan Handy,Basically brand new like fr‼️,Verified Purchase,5.0 out of 5 stars,Basically brand new like fr‼️,9-May-20,May,2020,0,0,0,0,0,0,,0,0
2959,Amazon Customer,It works but…,Verified Purchase,1.0 out of 5 stars,"Couldn’t put service on the phone, even though it was fully “unlocked”.",6-Apr-22,April,2022,,,,,,,,,
2960,Rob Morrell,Still Linked to Account - Could Not Activate,Verified Purchase,1.0 out of 5 stars,This product was still linked to an active Sprint Account. The previous owner was supposed to turn it back in as part of an upgrade but instead sold it. I bought it for my girlfriend and she could not activate the phone due to this active linkage.,10-Nov-21,November,2021,,,,,,,,,
2961,Jose rodriguez,Bad bad quality,Verified Purchase,1.0 out of 5 stars,"Screen problems since day one try to get a replacement but no answer finally get a partial refund lost about 50% of value, they install a cheap screen n sell to smeoneelse",11-Dec-21,December,2021,,,,,,,,,
2962,Jorden McDonald,good buy‼️,Verified Purchase,5.0 out of 5 stars,perfect phone came with headphones & a good charger,27-Jan-20,January,2020,0,0,0,0,0,0,,0,0
2963,Isaac Fajardo,The best,Verified Purchase,5.0 out of 5 stars,I love it,2-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2964,God’s Girl,This was labeled as unlocked& it was not.,Verified Purchase,1.0 out of 5 stars,It’s ashamed this was mid marked as an unlocked phone. My teenager saved to buy an iPhone and then we ended up buying at apple store for about $40 less,3-Jan-22,January,2022,,,,,,,,,
2965,Ashley Riley,Nice phonwle,Verified Purchase,5.0 out of 5 stars,Love this phone.,11-Jun-20,June,2020,0,0,0,0,0,0,,0,0
2966,Natalia Hernandez,ESTAFA,Verified Purchase,1.0 out of 5 stars,"La descripción de este teléfono indica esto ""Apple - iPhone 11, versión de EE.UU., 64GB, negro - desbloqueado (renovado)"" Pero en realidad es un teléfono BLOQEUADO para AT&T. YO NO HE PODIDO UTILIZARLO, Y EN AT&T ME INDICARON QUE ERA UN TELÉFONO QUE TENÍA UNA DEUDA CON LA OPERADORA, QUE NO LO PODRÍA USAR PORQUE EL ANTOGUO PROPIETARIO TENÍA UNA DEUDA CON LA OPERADORA. Yo exijo respetuosamente la devolución del dinero por este producto que ha sido una estafa. Gracias.",18-Feb-21,February,2021,,,,,,,,,
2967,Kindra,It works great! And highly recommended.,Verified Purchase,5.0 out of 5 stars,The phone works great!,5-May-20,May,2020,0,0,0,0,0,0,,0,0
2968,Letty Marie Conley,Trash,Verified Purchase,1.0 out of 5 stars,First off the Amazon driver dropped my package from his chest on my front door and left my ring door bell caught it all. My charger plug and cord damged and dirty. My glass screen protector cracked. My phone charged all night and died 5 minutes later. Waste of money.,13-Oct-21,October,2021,,,,,,,,,
