,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
3984,"mariano, 22 Sep 2020I finally decided to update to ios 14. Battery is as good as ever. A quite more indeed. Last t... moreI just got an Iphone 11 a few days ago and upgraded to IOS 14 the first night. So far, the battery on my phone sucks!! I don't even use the phone that much because it's not even connected with a cell phone carrier yet. I have no explanation for why this phone could be using this much battery. I close all apps out and I haven't even installed any apps because the Apple store won't even let me download any apps since I haven't put in a payment method.",0,0.35,0.8,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0
3985,"Anonymous, 22 Sep 2020No itâ€™s not ur battery is weekThank you for advice.ðŸ™",0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3986,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? You can install the app â€œSend Anywhereâ€ on both phones and then send photos through that",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,"Hun, 21 Sep 2020Hello!My iPhone 11 battery is something wrong! My ph battery is 85 or something before I sleep... moreNo itâ€™s not ur battery is week",0,-0.5,0.9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
3988,"Anonymous, 21 Sep 2020:)))))))))))))Use SHAREit app. It has to be installed on both phones",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,I finally decided to update to ios 14. Battery is as good as ever. A quite more indeed. Last two days I get arround 7 hs of SOT each day.,0,0.35,0.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
3990,Hello!My iPhone 11 battery is something wrong! My ph battery is 85 or something before I sleep but when I wake up battery is always 4 or 5% issue.Is it normal? Please answer ðŸ™,0,-0.175,0.7749999999999999,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3991,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? You can't. iPhones don't have Bluetooth transfer...just Airdrop. Airdrop is iphone only. You can download google photos on both devices though.",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? :)))))))))))))",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,"hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8?",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,"MirzaSohail, 20 Sep 2020Need suggestions :
Want to choose between Iphone xs 256gb and iphone 11 128gb both are in sam... morego for iphone 11 its better than xs in terms of battery and camera., You wouldn't regret choosing 11.",0,0.5,0.5,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0
3995,"Need suggestions : 
Want to choose between Iphone xs 256gb and iphone 11 128gb both are in same price bracket in uae. 
Main objectives are Camera,battery, display,overall performance,and build quality 
Thnx",0,0.16666666666666666,0.3333333333333333,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0
3996,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreitâ€™s just the apple tax, as they call themselves premium.",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreMy battery life has been great. I updated my iphone 11 to ios 14 and i dont see any problems",0,0.10000000000000003,0.825,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3998,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreMy battery life has been great. I updated my iphone 11 to ios 14 and i dont see any problems",0,0.10000000000000003,0.825,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3999,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreI use iOS 14 on my iPhone 11 and everything works perfectly.If you want you can update to iOS 14 your choice.",0,0.2,0.95,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
4000,Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roasted... I had such bad experiences with prior updates in older devices... Should I wait to update my Iphone 11?,0,-0.14444444444444446,0.41111111111111115,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
4001,"Apple Lover, 15 Sep 2020Bro it's an iPhone. It's 4 GB ram = 8 GB ram in any Android device and camera qualit... moreHow can 4gb of apple ram = 8gb of android ram when flagship androids have a higher performance chip-set",0,0.25,0.5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4002,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreTry to compare haha.",0,0.35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreBro huawei is not optimized and well built like apple, and Apple have their own ecosystem and they really make well optimized products,, which is much better than Android devices",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreBro it's an iPhone. It's 4 GB ram = 8 GB ram in any Android device and camera quality is awesome.",0,0.5,0.5,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
4005,"Leila, 11 Sep 2020Yes, i agree with you that specs are better in flagship Android phones. But itâ€™s just on paper... moreðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way less price?",0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4006,[deleted post]Check your countryâ€™s bandwidths and if it is compatible with the China variant then it will work there in Nigeria.,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,"Dwayne, 27 Aug 2020iPhone 11 is the best! I got mine for a little over $650 brand new that comes with a dual sim/... moreIs this Hongkong IPhone 11 dual sim compatible to Nigeria network carriers?",0,1.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4008,"Anonymous, 11 Sep 2020Hi i just want t ask if the HK VARIANT or CHINA VARIANT are like the US Variant the onbly diff... moreYou have to check their bandwidths. I have the China/HK variant and I use it here in the Philippines. And it works perfectly fine. Lte ok. Calls & texts ok. Wifi ok. I think the major difference is on the sim capabilities. US is not dual nano sim. China yes.",0,0.4930555555555556,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,Just hd screen and super overpriced :D I cant understand who can buy this phone.,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
4010,"Anonymous, 27 Aug 2020I still hate you canâ€™t charge and wear your headphones at the same time Don't use phone while charging. Time is precious, but life is more.",0,-0.15000000000000002,0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4011,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreI never owned an iPhone ever. But, assuming below facts surpass others for insane price even with strings attached.
 
Performance, quality & independent security update",0,0.6,1.0,0,0,1,1,0,1,0,0,0,0,0,0,3,3,0,3,0,0,0,0
4012,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreYes, i agree with you that specs are better in flagship Android phones. But itâ€™s just on paper. The way android phones are made is not at par with how iphones are made. The technology of iphone simply does not need higher specs just to be fast, efficient, effective, etc. I have an 8GB ram Android phone yet my iphone 11 is way faster and has better cameras.",0,0.3625,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,Hi i just want t ask if the HK VARIANT or CHINA VARIANT are like the US Variant the onbly diff is SIM CARD?,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreSpecs are even better",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,"Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but please can any one explaine to me why they are so expensive comparing to an andriod phone despite they are less in term of specs, for me it's weirred, when I compare somme of samsung midrange phone (A series for exemple) with an Iphone last generation they semme very close in term of specs, so why are they so expensive, is it because they are USA trade mark or marketing matter.",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,"Mike , 07 Sep 2020I'm.planning to get one also but I'm still hesitant because of warranty according to... moreIf you really need the warranty, then buy from Apple stores like Beyond the Box and Powermac. But repairs can be done in Greenhills right? So I think if you take care of your gadgets well, then you dont need the warranty coz you can have repairs in other shops.",0,0.2857142857142857,0.5357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,"Staticard, 06 Sep 2020its 2020, and yet people are thinking paying 1000$ more on a phone for 0.5 second faster that ... moreSome people just pick iPhones since they got so used to & loves iOS. I am a long time galaxy user who switched into iPhone XS & been using it for a year - I like it so far.",0,0.15,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,"Leila, 04 Sep 2020I got the iphone 11 dual sim variant (China/Hongkong). I live here in the Philippines and it i... moreI'm.planning to get one also but I'm still hesitant because of warranty according to a seller you can't apply apple warranty in the Philippines your thoughts?",0,0.13636363636363635,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,"Anonymous, 27 Aug 2020I still hate you canâ€™t charge and wear your headphones at the same time You can with airpods",0,-0.8,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
4020,"leart78, 02 Sep 2020it's the year 2020 and people are still trying to convince themselves that android ios go... moreits 2020, and yet people are thinking paying 1000$ more on a phone for 0.5 second faster that looks like 2015 phone is a smart move. It seems u used android since 5 years. Nowadays andorids are in no difference it terms of speed from iphones. Even the lastes midrange samsung phones are lag free with equal speed as iphone 11. Screen much more better, software is much more customizable and friendly. Design looks 2020, i remember 2 years ago i had samsung s7 edge, i bought iphone X and sold it immediately due to how bad it was compared to the old S7 edge.",0,0.18571428571428572,0.3765873015873016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4021,"Prdp, 07 Aug 2020My iPhone battery health came down to 90% in 10 months, I use wireless power bank to charge wh... moreMobile heating kill battery health",0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
4022,"Azra, 04 Sep 2020Please tell me how the iphone 11 camera works, and how the night camera stands, is it the same... moreItâ€™s the same as the pro, it just lacks a telephoto lens but night mode is the same",0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4023,"Please tell me how the iphone 11 camera works, and how the night camera stands, is it the same camera as the 11pro max ???",0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4024,"Please tell me how the iphone 11 camera works, and how the night camera stands, is it the same camera as the 11pro max ???",0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4025,"I got the iphone 11 dual sim variant (China/Hongkong). I live here in the Philippines and it is totally working. Lte, text, call, etc. The cameras are superb. Especially the night mode. Battery is so so. It can last me a day. Could be improved but still acceptable. Screen is eye friendly. I like it. UI is fluid. Overall, it does the job and is reliable in doing so.",0,0.28409090909090906,0.5875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0
4026,"N, 03 Sep 2020Can someone advice me which one better, iphone 11 or XR?Iphone 11 ofcourse without any doubt.",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,"JAloni, 03 Sep 2020

I have a samsung and I intend to go out on the iphone but how is the work of the iphone 11... moreFirst Experience the Iphone iOS then you can swift as many Android features lack in it but in Performance its very awesome, second there is very much difference in Iphone 11 and 11 Pro max camera, if you want the best camera take 11 Pro Max.",0,0.5,0.15,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4028,"Can someone advice me which one better, iphone 11 or XR?",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,"I have a samsung and I intend to go out on the iphone but how is the work of the iphone 11 camera, is it similar to the 11pro max, and is the night camera as good as the samsung one that captures every detail, because I want to switch to iphone",0,0.35,0.5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4030,"Rottenboyfriend, 03 Sep 2020Is battery life similar to xr or even better?
Xr is only iPhone ever with great battery life. IPhone 11 have better battery life than IPhone XR, and till now iPhone 11 Pro Max have the best battery life on any iPhone.",0,0.5599999999999999,0.48999999999999994,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0
4031,"Is battery life similar to xr or even better? 
Xr is only iPhone ever with great battery life.",0,0.43333333333333335,0.5499999999999999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
4032,"scorpio, 24 Jul 2020Actually you are wrong. Iphones are not without their problems. My wife has had an iphone11 si... moretrust me, if one iphone has problems the other brands have like 1.000 times more. it's a super rare case that i have yet to face. i have in home iphone2g, 3g, 3gs, 4, 5, ipod 1/2/4, ipad mini1, ipad 2 and my daily drivers that i just got. ZERO problems and i'm living in a country without apple stores and i'm always in my own not like you that can go to the store and get a replacement ... stores here all prefer to sell iphones since they have a super low problema rate and this its a fact",0,0.1005050505050505,0.6222222222222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,"Eelaa, 25 Jul 2020Imagine having to wait for 2021 to get a phone with oled display and 5G and at a high end pric... moreit's the year 2020 and people are still trying to convince themselves that android ios good and specs on paper are awesome lol 
enjoy your specs and crappy experience full will lag, viruses and instabilities",0,0.42,0.5466666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
4034,"Anonymous, 27 Aug 2020I still hate you canâ€™t charge and wear your headphones at the same time Don't buy. Problem solve :)",0,-0.8,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
4035,"Anisha, 29 Aug 2020Please guide me between iPhone 11 or iPhone XS Maxi phone 11 have better camera with additional wide angle camera and front camera is also 12 mega pixel",0,0.2,0.45,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4036,Camara exllent â¤ï¸â¤ï¸ðŸ’•ðŸ’•ðŸ’•,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,"Anisha, 29 Aug 2020Please guide me between iPhone 11 or iPhone XS MaxIphone Xs Max",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,Please guide me between iPhone 11 or iPhone XS Max,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,"Anonymous, 26 Aug 2020Please help me 
iPhone Xs max or 11 Iphn11",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,"Is this phone worrh it for more than a $1000. In South Africa the price for this phone is more than a thousand dollars.
 
Is the phone worth it for that price.  
* I do not want a S20 as it is the exynos version",0,0.3,0.1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4041,"Azo, 26 Aug 2020Absolutely fine Thank you...",0,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,I still hate you canâ€™t charge and wear your headphones at the same time,0,-0.8,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
